system:index,IDDIST,mean
0000000000000000005a,040107,14.996908571181393
0000000000000000005b,040116,14.659368126198183
0000000000000000005d,040129,14.996908571181393
0000000000000000005e,040123,15.557445785758098
0000000000000000005f,040117,14.996908571181393
00000000000000000060,040105,12.848647624223622
00000000000000000061,040108,18.37222607686728
00000000000000000062,040112,14.664901576115941
00000000000000000063,040121,18.462511918184138
00000000000000000064,040101,15.058630551209147
00000000000000000066,040126,15.161500517922075
00000000000000000067,040124,17.071319070606854
0000000000000000006a,040118,18.507104799016076
0000000000000000006c,040109,14.338119162540524
0000000000000000006f,040110,14.448072259136232
00000000000000000070,040106,11.91841124092793
00000000000000000071,040102,14.065528655750335
00000000000000000079,040104,13.825496922294144
0000000000000000007c,040103,9.88588785581754
0000000000000000007e,040125,18.197649236722334
0000000000000000007f,040120,17.85688549604127
00000000000000000088,040128,10.204005921190493
00000000000000000089,040119,5.034343592289907
00000000000000000046,040201,
00000000000000000048,040202,
0000000000000000004c,040208,17.590970142786222
00000000000000000055,040207,17.69595638426167
00000000000000000068,040205,17.38788821777308
0000000000000000006e,040204,17.748716954409176
00000000000000000082,040206,17.960605229569374
0000000000000000008c,040203,18.285362739177984
00000000000000000092,040303,17.335808727596714
00000000000000000095,040301,16.94557090031958
00000000000000000097,040307,17.10172753703692
000000000000000000a5,040308,17.06292475184516
000000000000000000af,040313,17.89905779100202
000000000000000000b1,040304,17.063614776554108
000000000000000000b9,040309,16.154659636016444
000000000000000000bd,040306,12.225417267036814
000000000000000000bf,040312,13.811339656774281
00000000000000000306,040310,18.30574072847349
0000000000000000031c,040311,17.7960879168285
00000000000000000729,040302,18.314584841372255
0000000000000000072a,040305,17.870496934219087
00000000000000000080,040413,18.08046552711189
0000000000000000008d,040407,18.598987176906753
0000000000000000008f,040401,18.047440798666663
00000000000000000094,040411,15.032323782905177
0000000000000000009a,040412,15.635285238403105
000000000000000000a7,040410,9.231519089290094
000000000000000000a8,040414,7.476505914945956
000000000000000000aa,040403,12.552079232743099
000000000000000000b0,040408,7.651521000570993
000000000000000000bc,040402,5.064014088627394
00000000000000000107,040405,5.316394811457915
0000000000000000011e,040409,3.7099277239771427
00000000000000000120,040404,3.2753515907622233
0000000000000000031e,040406,5.830989858073968
00000000000000000081,040520,17.97016657164048
0000000000000000008a,040508,11.260394872539509
00000000000000000093,040511,11.340067058319063
00000000000000000098,040502,5.192524864972492
0000000000000000009b,040512,3.2345731102543787
0000000000000000009e,040519,4.3692508540681905
000000000000000000a1,040507,10.87382350568608
000000000000000000a2,040503,6.123740768952246
000000000000000000a3,040514,3.9976181842056078
000000000000000000ab,040501,4.327372139951363
000000000000000000ac,040506,5.634962898530697
000000000000000000ae,040509,5.530630261448416
000000000000000000b4,040513,5.9936442265160474
000000000000000000ba,040518,3.9356959068697295
000000000000000000be,040510,3.536025626258939
00000000000000000108,040504,4.101789132398793
00000000000000000109,040516,4.789557486081235
00000000000000000124,040505,2.9142054499852206
00000000000000000317,040515,3.635969555512885
00000000000000000358,040517,4.52304010716341
0000000000000000008e,040605,15.52957621285339
00000000000000000096,040606,19.356732540658015
0000000000000000009f,040601,15.131795541607177
000000000000000000a9,040602,15.274283669276098
000000000000000000ad,040608,17.13739389774011
000000000000000000b8,040604,14.315069847957309
000000000000000000de,040603,2.714785262201745
00000000000000000313,040607,4.634577836062545
00000000000000000036,040706,17.911151961226544
00000000000000000039,040703,17.989594195536192
0000000000000000003b,040705,17.54256458390455
0000000000000000003e,040704,17.817985605057657
00000000000000000043,040702,17.702553420286744
00000000000000000044,040701,17.651909143755475
000000000000000000db,040806,2.2964187537354266
000000000000000000dc,040804,3.1814789796487473
00000000000000000126,040805,4.474450055847081
00000000000000000305,040809,13.288380786307952
00000000000000000307,040808,12.783335991325444
0000000000000000030f,040807,11.05975018275602
00000000000000000310,040811,12.315703941331224
00000000000000000316,040801,5.8754191110822465
0000000000000000031d,040810,5.511557848035589
0000000000000000031f,040803,8.49660359544151
00000000000000000323,040802,4.615787783459197
00000000000000000718,050106,9.786697485165108
00000000000000000719,050105,8.321288863282762
0000000000000000071b,050104,8.999190519699123
0000000000000000071c,050110,9.7462688085675
0000000000000000071d,050102,7.328867857465073
0000000000000000071e,050114,5.537805733853164
0000000000000000071f,050116,11.022865928566048
00000000000000000720,050112,7.9264306352094875
00000000000000000721,050113,10.048185161516212
00000000000000000722,050115,10.937778902252989
00000000000000000723,050101,10.840175275581867
00000000000000000724,050109,8.645107584801014
00000000000000000725,050103,10.027784482740284
00000000000000000726,050111,8.656917693392627
00000000000000000727,050107,12.915818997812455
00000000000000000728,050108,12.272055618057276
0000000000000000070c,050206,6.416548219964586
0000000000000000070d,050204,8.406866091927297
00000000000000000712,050201,10.19591815133818
00000000000000000715,050203,9.299002740013783
00000000000000000716,050202,6.385852846725127
00000000000000000717,050205,5.247873543453149
0000000000000000047b,050302,7.282905431459771
0000000000000000047d,050304,4.47169295805035
00000000000000000485,050303,6.18005888547166
00000000000000000487,050301,5.738429565210284
000000000000000001e2,050404,12.51077948823659
000000000000000001e3,050403,11.910012375274224
000000000000000001e9,050407,10.585387437069423
000000000000000001ea,050406,10.285861895542473
000000000000000001eb,050408,12.955526208162889
000000000000000001f1,050409,16.049195300392064
0000000000000000070e,050405,12.95928357060983
0000000000000000070f,050410,7.276430375309102
0000000000000000072e,050401,11.81868674588057
00000000000000000734,050411,11.163596397310823
00000000000000000736,050402,10.234293155047991
0000000000000000073d,050412,9.516992609647795
000000000000000001e4,050508,8.042653211550183
000000000000000001e8,050511,12.521563969708998
000000000000000001ec,050502,12.117764419802219
000000000000000001ed,050509,10.963712479893589
000000000000000001ee,050504,11.442534686132406
000000000000000001ef,050501,9.897428634479006
000000000000000001f0,050510,10.987407634987543
00000000000000000710,050507,11.860144816912928
00000000000000000711,050503,11.152012479913733
0000000000000000071a,050506,9.72812804411856
00000000000000000743,050505,11.54897269504091
00000000000000000477,050618,6.464463143199312
000000000000000006d5,050617,13.331008690112192
000000000000000006d7,050621,15.188602106818909
000000000000000006d8,050615,9.498451232154784
000000000000000006dd,050619,15.404982379211221
000000000000000006df,050614,15.193594432501794
000000000000000006e0,050605,11.31018147177849
000000000000000006e1,050616,8.874656491127729
000000000000000006f1,050609,12.827016526909901
000000000000000006f2,050606,4.857001047843583
000000000000000006f3,050611,6.413147374824866
000000000000000006f4,050603,5.187053371438634
000000000000000006f5,050612,15.2279640116329
000000000000000006f6,050613,12.173667718699889
000000000000000006f7,050604,5.1544889221025825
000000000000000006fa,050607,15.852954692410208
000000000000000006fb,050608,10.033150650604025
000000000000000006fc,050610,13.843395500929667
000000000000000006ff,050602,5.399985793891416
00000000000000000703,050601,7.570679262914312
00000000000000000704,050620,8.07127857228426
000000000000000006d6,050708,5.8610690126957445
000000000000000006d9,050703,4.806562698072327
000000000000000006e9,050705,13.745159662509197
000000000000000006ea,050706,10.47391177723542
000000000000000006ee,050702,10.857897018639253
000000000000000006f0,050701,6.416173893170842
000000000000000006f8,050707,7.18596460462218
00000000000000000702,050704,6.742074101597348
000000000000000006de,050806,5.003589963697839
000000000000000006e4,050803,13.229106783159729
000000000000000006e5,050810,8.49251344161283
000000000000000006e6,050801,9.764298493266457
000000000000000006e7,050809,12.769659589175573
000000000000000006e8,050807,8.330155359083163
000000000000000006eb,050804,9.021709719012621
000000000000000006ec,050805,8.743133551154425
000000000000000006ed,050802,10.069756769361282
000000000000000006ef,050808,8.398039057667146
00000000000000000478,050908,5.561932344998366
00000000000000000479,050905,8.083687807191174
0000000000000000047a,050907,7.57448821517881
00000000000000000480,050909,8.03152714559255
00000000000000000481,050901,8.78589905270944
00000000000000000482,050904,10.522176298135482
00000000000000000484,050903,11.290607677694737
000000000000000006f9,050911,5.157337260817423
000000000000000006fd,050910,6.463858577586556
00000000000000000700,050906,7.300897546728642
00000000000000000706,050902,11.72888047665397
0000000000000000047f,051005,6.271881578709361
00000000000000000486,051010,6.546084092646844
000000000000000006da,051011,5.875664922635308
000000000000000006dc,051012,4.657380638065595
000000000000000006e2,051008,7.340767412860963
000000000000000006e3,051002,8.329802063451675
000000000000000006fe,051004,8.554447156312538
00000000000000000701,051003,6.856702696242209
00000000000000000707,051006,7.505085472548094
00000000000000000708,051009,6.829655170374275
00000000000000000709,051007,7.796497566239913
0000000000000000070b,051001,5.644512698438665
0000000000000000047c,051103,12.035390103678889
0000000000000000047e,051105,9.89295519036706
00000000000000000483,051106,10.660964326393403
000000000000000006db,051101,9.685983712954535
00000000000000000705,051102,10.2751723211559
0000000000000000070a,051107,12.2445284488618
00000000000000000713,051104,10.113273895562594
00000000000000000714,051108,9.854426080184007
000000000000000000e8,060103,15.657237393479017
0000000000000000053e,060108,11.888428354165068
00000000000000000548,060106,10.918865271216903
0000000000000000054b,060109,13.630785823675271
0000000000000000054c,060107,12.821208108724123
00000000000000000550,060111,13.049012034402278
00000000000000000556,060104,15.563824228324899
0000000000000000055e,060102,12.058129951672075
00000000000000000561,060110,12.429218448352517
00000000000000000562,060112,12.061877320019947
00000000000000000584,060101,11.527344602248538
00000000000000000603,060105,10.447087960982707
00000000000000000159,060201,12.153337785659147
00000000000000000204,060203,13.641835568458744
00000000000000000558,060204,12.41603597076685
00000000000000000579,060202,10.374164523416356
000000000000000000f0,060305,12.170839245534983
00000000000000000137,060304,9.305829494370911
0000000000000000018b,060303,11.410989362530186
00000000000000000544,060308,10.156016525848488
00000000000000000583,060306,9.864486858110105
00000000000000000589,060309,9.816346388049366
000000000000000005a3,060310,9.949158902690725
000000000000000005fe,060311,14.30613140681899
00000000000000000617,060302,13.406480473955448
00000000000000000620,060312,10.578409147450436
00000000000000000662,060301,14.848512900460998
0000000000000000066b,060307,11.351353958565166
00000000000000000139,060415,14.699121303200602
0000000000000000014e,060418,20.94507569027942
00000000000000000150,060416,19.956913430248964
00000000000000000189,060411,19.08546695516455
0000000000000000018c,060403,11.65687194722545
0000000000000000018d,060404,13.55284961897509
0000000000000000024b,060405,15.500719622718105
0000000000000000024c,060412,17.539121100601434
00000000000000000351,060407,16.469405354858495
00000000000000000610,060402,13.183464701377506
00000000000000000613,060406,13.524879835511014
00000000000000000616,060413,10.75000460852771
00000000000000000619,060410,13.843692776156196
00000000000000000626,060414,17.789591276404085
0000000000000000062c,060401,11.51257189855995
0000000000000000064e,060417,12.629469341424587
0000000000000000064f,060409,16.313736638868466
00000000000000000677,060408,12.165095157356276
0000000000000000067a,060419,11.617463941392172
00000000000000000018,060505,20.50464334855444
0000000000000000001a,060503,18.318466752180083
00000000000000000546,060502,15.55899047919859
00000000000000000549,060507,16.655776708875127
0000000000000000054a,060508,20.08774559792786
0000000000000000055b,060504,16.046381515442704
0000000000000000055d,060506,15.778264009385326
00000000000000000564,060501,14.366795091763445
0000000000000000013a,060601,14.69907789961035
00000000000000000188,060607,15.196440563128242
00000000000000000238,060612,15.248294146184968
0000000000000000023b,060605,15.213309549592307
0000000000000000024d,060610,14.263135675608577
0000000000000000024e,060614,13.292003771807527
00000000000000000255,060613,16.00363466762761
0000000000000000025a,060606,16.611619421317474
00000000000000000348,060611,17.303638184024138
00000000000000000349,060602,18.463283839509355
00000000000000000629,060604,18.207142836611556
0000000000000000063e,060608,13.905130321422462
00000000000000000646,060609,16.027005848417364
00000000000000000658,060615,19.213878942116366
00000000000000000661,060603,19.588623054324334
00000000000000000200,060703,9.673325340165249
0000000000000000061f,060702,11.667229780826146
0000000000000000066c,060701,10.292161656398612
00000000000000000149,060812,22.469736134637277
0000000000000000020a,060802,21.285564048204
0000000000000000020b,060811,15.53684496603306
00000000000000000329,060808,17.179871046941148
0000000000000000034e,060803,14.35950498230568
0000000000000000034f,060809,15.790009091198641
0000000000000000062f,060807,16.58783175573712
00000000000000000630,060804,17.78113358678822
00000000000000000631,060810,17.075871883844613
00000000000000000634,060801,18.03187860548416
00000000000000000637,060806,16.509316371475922
0000000000000000063b,060805,16.61297949071763
0000000000000000020c,060904,18.348339745129454
00000000000000000692,060902,18.96733213581344
00000000000000000693,060907,15.290924696785956
00000000000000000694,060901,17.866086819647354
00000000000000000695,060905,14.520197253329483
00000000000000000696,060906,17.336654401271947
00000000000000000697,060903,19.883782088267477
000000000000000000ec,061007,12.182657955073102
0000000000000000054d,061004,11.782547778406611
00000000000000000557,061005,15.212367061730207
0000000000000000055c,061006,14.48328773728155
00000000000000000560,061001,13.394354951807943
00000000000000000578,061002,15.349526112104527
00000000000000000598,061003,15.023399904188652
0000000000000000033e,061112,11.518309119245561
0000000000000000053c,061110,21.101855175952128
0000000000000000053f,061113,19.745469255504073
00000000000000000540,061105,17.76131460118515
00000000000000000587,061108,21.261572833009442
0000000000000000059f,061102,19.85314694849346
000000000000000005a2,061101,17.99388461396603
000000000000000005f5,061111,11.786198008201563
000000000000000005f9,061109,18.397701985442026
000000000000000005fc,061103,12.737884080934208
000000000000000005ff,061106,18.72819434240792
00000000000000000602,061107,11.06441203863395
0000000000000000060a,061104,10.573410457683337
0000000000000000053a,061201,17.583931504185628
00000000000000000551,061202,18.125845217148374
00000000000000000553,061203,19.68404677343617
000000000000000005fa,061204,12.266230778230357
000000000000000001f8,061311,15.540333880876261
000000000000000001f9,061302,15.597774695480014
000000000000000001fb,061306,12.586842990309119
000000000000000001fe,061307,12.882939858404177
000000000000000001ff,061308,15.773316363244481
00000000000000000621,061303,16.385256637386657
00000000000000000666,061301,16.24338158046207
00000000000000000668,061310,14.536162240392171
00000000000000000669,061305,16.337633581492526
00000000000000000675,061309,17.21899948065091
00000000000000000676,061304,17.585672988279864
00000000000000000229,070105,
0000000000000000045f,070104,
000000000000000004c8,070102,
00000000000000000509,070103,
00000000000000000510,070101,
00000000000000000516,070106,19.392555847688925
0000000000000000072b,070107,
00000000000000000217,080106,7.949834306819564
0000000000000000021a,080108,7.687779632664217
000000000000000003db,080102,8.90710393177339
000000000000000003f7,080105,7.806572801557552
00000000000000000409,080107,8.498321672093482
0000000000000000041c,080104,8.522102311972342
0000000000000000043b,080103,7.505366442021321
0000000000000000043d,080101,7.769021679169426
00000000000000000173,080204,7.876158614439299
00000000000000000386,080202,7.68466209584746
0000000000000000039c,080205,7.500461437512244
000000000000000003b0,080206,9.172841518851152
000000000000000003b6,080207,7.465484002241038
000000000000000003bf,080203,8.520437735864872
000000000000000003c4,080201,8.22535332974184
00000000000000000462,080304,10.958099086609028
00000000000000000463,080308,7.569801666606196
00000000000000000465,080303,7.493820879966248
00000000000000000469,080307,11.529733605311803
